business_id,year,gross_revenue,net_income,name,industry,size,region,start_year,incentive_type,duration_years,estimated_savings,corp_tax_before,corp_tax_after
1905,2021,104269822,12784780,"Lee, Dominguez and Mosley",Education,MSME,Region I,2019,Income Tax Holiday,5.0,28073687.0,0.3,0.25
1905,2022,72476640,19201397,"Lee, Dominguez and Mosley",Education,MSME,Region I,2019,Income Tax Holiday,5.0,28073687.0,0.25,0.25
1905,2023,401953888,107495472,"Lee, Dominguez and Mosley",Education,MSME,Region I,2019,Income Tax Holiday,5.0,28073687.0,0.25,0.25
1905,2024,60377585,17821584,"Lee, Dominguez and Mosley",Education,MSME,Region I,2019,Income Tax Holiday,5.0,28073687.0,0.25,0.25
1906,2018,106170011,21501224,"Barker, Tucker and Mcclure",Healthcare,MSME,Region VII,2019,Income Tax Holiday,3.0,22949512.0,0.3,0.3
1906,2019,137587174,39134487,"Barker, Tucker and Mcclure",Healthcare,MSME,Region VII,2019,Income Tax Holiday,3.0,22949512.0,0.3,0.3
1906,2020,493699228,31513392,"Barker, Tucker and Mcclure",Healthcare,MSME,Region VII,2019,Income Tax Holiday,3.0,22949512.0,0.3,0.3
1906,2021,414633886,62860557,"Barker, Tucker and Mcclure",Healthcare,MSME,Region VII,2019,Income Tax Holiday,3.0,22949512.0,0.3,0.25
1906,2022,132101759,13282116,"Barker, Tucker and Mcclure",Healthcare,MSME,Region VII,2019,Income Tax Holiday,3.0,22949512.0,0.25,0.25
1906,2023,475987136,117977475,"Barker, Tucker and Mcclure",Healthcare,MSME,Region VII,2019,Income Tax Holiday,3.0,22949512.0,0.25,0.25
1906,2024,475718955,108663820,"Barker, Tucker and Mcclure",Healthcare,MSME,Region VII,2019,Income Tax Holiday,3.0,22949512.0,0.25,0.25
1907,2018,333850727,95555518,Moss-Taylor,Healthcare,MSME,Region II,2018,Enhanced Deductions,6.0,16471128.0,0.3,0.3
1907,2019,173453172,49117708,Moss-Taylor,Healthcare,MSME,Region II,2018,Enhanced Deductions,6.0,16471128.0,0.3,0.3
1907,2020,445856322,87534825,Moss-Taylor,Healthcare,MSME,Region II,2018,Enhanced Deductions,6.0,16471128.0,0.3,0.3
1907,2021,295824173,16280421,Moss-Taylor,Healthcare,MSME,Region II,2018,Enhanced Deductions,6.0,16471128.0,0.3,0.25
1907,2022,217574802,65138210,Moss-Taylor,Healthcare,MSME,Region II,2018,Enhanced Deductions,6.0,16471128.0,0.25,0.25
1907,2023,88982998,15655871,Moss-Taylor,Healthcare,MSME,Region II,2018,Enhanced Deductions,6.0,16471128.0,0.25,0.25
1907,2024,397042511,89724257,Moss-Taylor,Healthcare,MSME,Region II,2018,Enhanced Deductions,6.0,16471128.0,0.25,0.25
1908,2018,324122091,48888903,Johnson PLC,Agriculture,MSME,Region VI,2019,Special Corporate Income Tax,3.0,26825778.0,0.3,0.3
1908,2019,5050046,915759,Johnson PLC,Agriculture,MSME,Region VI,2019,Special Corporate Income Tax,3.0,26825778.0,0.3,0.3
1908,2020,305723004,52645182,Johnson PLC,Agriculture,MSME,Region VI,2019,Special Corporate Income Tax,3.0,26825778.0,0.3,0.3
1908,2021,342802367,45011366,Johnson PLC,Agriculture,MSME,Region VI,2019,Special Corporate Income Tax,3.0,26825778.0,0.3,0.25
1908,2022,257699465,45371039,Johnson PLC,Agriculture,MSME,Region VI,2019,Special Corporate Income Tax,3.0,26825778.0,0.25,0.25
1908,2023,466474953,87700852,Johnson PLC,Agriculture,MSME,Region VI,2019,Special Corporate Income Tax,3.0,26825778.0,0.25,0.25
1908,2024,422829184,95301457,Johnson PLC,Agriculture,MSME,Region VI,2019,Special Corporate Income Tax,3.0,26825778.0,0.25,0.25
1909,2018,260600324,77152794,Burns Inc,Education,MSME,Region IV-B,2014,Special Corporate Income Tax,4.0,29536530.0,0.3,0.3
1909,2019,254682278,66977584,Burns Inc,Education,MSME,Region IV-B,2014,Special Corporate Income Tax,4.0,29536530.0,0.3,0.3
1909,2020,233128979,26084273,Burns Inc,Education,MSME,Region IV-B,2014,Special Corporate Income Tax,4.0,29536530.0,0.3,0.3
1909,2021,320674553,90748284,Burns Inc,Education,MSME,Region IV-B,2014,Special Corporate Income Tax,4.0,29536530.0,0.3,0.25
1909,2022,249628694,26179336,Burns Inc,Education,MSME,Region IV-B,2014,Special Corporate Income Tax,4.0,29536530.0,0.25,0.25
1909,2023,349255697,88445049,Burns Inc,Education,MSME,Region IV-B,2014,Special Corporate Income Tax,4.0,29536530.0,0.25,0.25
1909,2024,394089168,44064994,Burns Inc,Education,MSME,Region IV-B,2014,Special Corporate Income Tax,4.0,29536530.0,0.25,0.25
1910,2018,239797666,62679732,"Schneider, Porter and Hanna",Construction,MSME,Region VIII,2010,,,,0.3,0.3
1910,2019,226145184,12846476,"Schneider, Porter and Hanna",Construction,MSME,Region VIII,2010,,,,0.3,0.3
1910,2020,273176893,58551824,"Schneider, Porter and Hanna",Construction,MSME,Region VIII,2010,,,,0.3,0.3
1910,2021,272678635,47939958,"Schneider, Porter and Hanna",Construction,MSME,Region VIII,2010,,,,0.3,0.25
1910,2022,179967956,50837930,"Schneider, Porter and Hanna",Construction,MSME,Region VIII,2010,,,,0.25,0.25
1910,2023,10978146,2719734,"Schneider, Porter and Hanna",Construction,MSME,Region VIII,2010,,,,0.25,0.25
1910,2024,409843792,26153031,"Schneider, Porter and Hanna",Construction,MSME,Region VIII,2010,,,,0.25,0.25
1911,2018,349985897,43077698,Levy-Smith,BPO,Large,Region IV-B,2021,,,,0.3,0.3
1911,2019,200313548,43155534,Levy-Smith,BPO,Large,Region IV-B,2021,,,,0.3,0.3
1911,2020,243204466,54979800,Levy-Smith,BPO,Large,Region IV-B,2021,,,,0.3,0.3
1911,2021,327445420,49094698,Levy-Smith,BPO,Large,Region IV-B,2021,,,,0.3,0.25
1911,2022,332382458,90966056,Levy-Smith,BPO,Large,Region IV-B,2021,,,,0.25,0.25
1911,2023,396558065,117935165,Levy-Smith,BPO,Large,Region IV-B,2021,,,,0.25,0.25
1911,2024,420211503,98793480,Levy-Smith,BPO,Large,Region IV-B,2021,,,,0.25,0.25
1912,2018,373437684,26298410,Brown-French,Renewable Energy,MSME,Region IV-B,2016,,,,0.3,0.3
1912,2019,241998030,49134912,Brown-French,Renewable Energy,MSME,Region IV-B,2016,,,,0.3,0.3
1912,2020,386538197,36911142,Brown-French,Renewable Energy,MSME,Region IV-B,2016,,,,0.3,0.3
1912,2021,84223447,12733773,Brown-French,Renewable Energy,MSME,Region IV-B,2016,,,,0.3,0.25
1912,2022,84304622,13670818,Brown-French,Renewable Energy,MSME,Region IV-B,2016,,,,0.25,0.25
1912,2023,90007400,12277723,Brown-French,Renewable Energy,MSME,Region IV-B,2016,,,,0.25,0.25
1912,2024,212130749,23207198,Brown-French,Renewable Energy,MSME,Region IV-B,2016,,,,0.25,0.25
1913,2018,183545193,37679626,Sullivan and Sons,Manufacturing,MSME,Region IV-B,2016,Enhanced Deductions,6.0,21738961.0,0.3,0.3
1913,2019,365085316,25410796,Sullivan and Sons,Manufacturing,MSME,Region IV-B,2016,Enhanced Deductions,6.0,21738961.0,0.3,0.3
1913,2020,193564494,30261633,Sullivan and Sons,Manufacturing,MSME,Region IV-B,2016,Enhanced Deductions,6.0,21738961.0,0.3,0.3
1913,2021,69997351,4684358,Sullivan and Sons,Manufacturing,MSME,Region IV-B,2016,Enhanced Deductions,6.0,21738961.0,0.3,0.25
1913,2022,242338128,31472922,Sullivan and Sons,Manufacturing,MSME,Region IV-B,2016,Enhanced Deductions,6.0,21738961.0,0.25,0.25
1913,2023,318561434,59821504,Sullivan and Sons,Manufacturing,MSME,Region IV-B,2016,Enhanced Deductions,6.0,21738961.0,0.25,0.25
1913,2024,418737729,121145148,Sullivan and Sons,Manufacturing,MSME,Region IV-B,2016,Enhanced Deductions,6.0,21738961.0,0.25,0.25
1914,2018,428288247,68772508,"Contreras, Ellis and Gregory",Construction,MSME,Region III,2013,Income Tax Holiday,6.0,6086612.0,0.3,0.3
1914,2019,154229058,38616902,"Contreras, Ellis and Gregory",Construction,MSME,Region III,2013,Income Tax Holiday,6.0,6086612.0,0.3,0.3
1914,2020,174507039,32877814,"Contreras, Ellis and Gregory",Construction,MSME,Region III,2013,Income Tax Holiday,6.0,6086612.0,0.3,0.3
1914,2021,389763463,105165064,"Contreras, Ellis and Gregory",Construction,MSME,Region III,2013,Income Tax Holiday,6.0,6086612.0,0.3,0.25
1914,2022,427262011,111763991,"Contreras, Ellis and Gregory",Construction,MSME,Region III,2013,Income Tax Holiday,6.0,6086612.0,0.25,0.25
1914,2023,301926042,49844453,"Contreras, Ellis and Gregory",Construction,MSME,Region III,2013,Income Tax Holiday,6.0,6086612.0,0.25,0.25
1914,2024,23414119,6920154,"Contreras, Ellis and Gregory",Construction,MSME,Region III,2013,Income Tax Holiday,6.0,6086612.0,0.25,0.25
1915,2018,365378012,64015531,"Hernandez, Riley and Buckley",Retail,MSME,Region VIII,2011,Enhanced Deductions,3.0,15871568.0,0.3,0.3
1915,2019,8836451,1534989,"Hernandez, Riley and Buckley",Retail,MSME,Region VIII,2011,Enhanced Deductions,3.0,15871568.0,0.3,0.3
1915,2020,387166203,49888629,"Hernandez, Riley and Buckley",Retail,MSME,Region VIII,2011,Enhanced Deductions,3.0,15871568.0,0.3,0.3
1915,2021,112632713,25079999,"Hernandez, Riley and Buckley",Retail,MSME,Region VIII,2011,Enhanced Deductions,3.0,15871568.0,0.3,0.25
1915,2022,437940165,22140048,"Hernandez, Riley and Buckley",Retail,MSME,Region VIII,2011,Enhanced Deductions,3.0,15871568.0,0.25,0.25
1915,2023,110117505,25923154,"Hernandez, Riley and Buckley",Retail,MSME,Region VIII,2011,Enhanced Deductions,3.0,15871568.0,0.25,0.25
1915,2024,186855173,38239334,"Hernandez, Riley and Buckley",Retail,MSME,Region VIII,2011,Enhanced Deductions,3.0,15871568.0,0.25,0.25
1916,2018,261204891,22328785,Moss Group,Manufacturing,Large,Region I,2015,Income Tax Holiday,3.0,29237368.0,0.3,0.3
1916,2019,285017760,29707766,Moss Group,Manufacturing,Large,Region I,2015,Income Tax Holiday,3.0,29237368.0,0.3,0.3
1916,2020,337437802,96638514,Moss Group,Manufacturing,Large,Region I,2015,Income Tax Holiday,3.0,29237368.0,0.3,0.3
1916,2021,22843882,5536348,Moss Group,Manufacturing,Large,Region I,2015,Income Tax Holiday,3.0,29237368.0,0.3,0.25
1916,2022,402692459,90426064,Moss Group,Manufacturing,Large,Region I,2015,Income Tax Holiday,3.0,29237368.0,0.25,0.25
1916,2023,17903920,2458211,Moss Group,Manufacturing,Large,Region I,2015,Income Tax Holiday,3.0,29237368.0,0.25,0.25
1916,2024,433156831,42220004,Moss Group,Manufacturing,Large,Region I,2015,Income Tax Holiday,3.0,29237368.0,0.25,0.25
1917,2018,29396433,4473740,"Smith, Meadows and Montgomery",BPO,MSME,Region IV-B,2010,,,,0.3,0.3
1917,2019,228020394,36964061,"Smith, Meadows and Montgomery",BPO,MSME,Region IV-B,2010,,,,0.3,0.3
1917,2020,39803118,9746609,"Smith, Meadows and Montgomery",BPO,MSME,Region IV-B,2010,,,,0.3,0.3
1917,2021,292080609,22399459,"Smith, Meadows and Montgomery",BPO,MSME,Region IV-B,2010,,,,0.3,0.25
1917,2022,213373898,39874749,"Smith, Meadows and Montgomery",BPO,MSME,Region IV-B,2010,,,,0.25,0.25
1917,2023,301777225,49031431,"Smith, Meadows and Montgomery",BPO,MSME,Region IV-B,2010,,,,0.25,0.25
1917,2024,20082635,5160955,"Smith, Meadows and Montgomery",BPO,MSME,Region IV-B,2010,,,,0.25,0.25
1918,2018,103333953,17657321,Haynes and Sons,Healthcare,MSME,Region V,2019,,,,0.3,0.3
1918,2019,284545148,80872694,Haynes and Sons,Healthcare,MSME,Region V,2019,,,,0.3,0.3
1918,2020,125470915,20382610,Haynes and Sons,Healthcare,MSME,Region V,2019,,,,0.3,0.3
1918,2021,476061651,120708054,Haynes and Sons,Healthcare,MSME,Region V,2019,,,,0.3,0.25
1918,2022,418877590,37237398,Haynes and Sons,Healthcare,MSME,Region V,2019,,,,0.25,0.25
1918,2023,160040493,47152883,Haynes and Sons,Healthcare,MSME,Region V,2019,,,,0.25,0.25
1918,2024,394255767,76239656,Haynes and Sons,Healthcare,MSME,Region V,2019,,,,0.25,0.25
1919,2018,171526541,12198587,Jackson Inc,ICT,Large,Region IV-A,2010,,,,0.3,0.3
1919,2019,259011790,19647660,Jackson Inc,ICT,Large,Region IV-A,2010,,,,0.3,0.3
1919,2020,134565116,6813111,Jackson Inc,ICT,Large,Region IV-A,2010,,,,0.3,0.3
1919,2021,480863622,75267629,Jackson Inc,ICT,Large,Region IV-A,2010,,,,0.3,0.25
1919,2022,108195249,20729087,Jackson Inc,ICT,Large,Region IV-A,2010,,,,0.25,0.25
1919,2023,449999971,130206621,Jackson Inc,ICT,Large,Region IV-A,2010,,,,0.25,0.25
1919,2024,204704690,37394167,Jackson Inc,ICT,Large,Region IV-A,2010,,,,0.25,0.25
1920,2018,22898807,3480601,Hoover-Davis,Healthcare,MSME,Region IV-B,2016,,,,0.3,0.3
1920,2019,145018203,32029743,Hoover-Davis,Healthcare,MSME,Region IV-B,2016,,,,0.3,0.3
1920,2020,274433949,27730769,Hoover-Davis,Healthcare,MSME,Region IV-B,2016,,,,0.3,0.3
1920,2021,466898404,72958921,Hoover-Davis,Healthcare,MSME,Region IV-B,2016,,,,0.3,0.25
1920,2022,414610494,74203929,Hoover-Davis,Healthcare,MSME,Region IV-B,2016,,,,0.25,0.25
1920,2023,71369284,11122631,Hoover-Davis,Healthcare,MSME,Region IV-B,2016,,,,0.25,0.25
1920,2024,91910384,9166943,Hoover-Davis,Healthcare,MSME,Region IV-B,2016,,,,0.25,0.25
1921,2018,216884582,33918948,"Jackson, Garza and Meyers",Renewable Energy,MSME,Region VIII,2011,Income Tax Holiday,3.0,19179118.0,0.3,0.3
1921,2019,362936375,55689269,"Jackson, Garza and Meyers",Renewable Energy,MSME,Region VIII,2011,Income Tax Holiday,3.0,19179118.0,0.3,0.3
1921,2020,219260109,36989363,"Jackson, Garza and Meyers",Renewable Energy,MSME,Region VIII,2011,Income Tax Holiday,3.0,19179118.0,0.3,0.3
1921,2021,204390334,61096474,"Jackson, Garza and Meyers",Renewable Energy,MSME,Region VIII,2011,Income Tax Holiday,3.0,19179118.0,0.3,0.25
1921,2022,192849001,36840033,"Jackson, Garza and Meyers",Renewable Energy,MSME,Region VIII,2011,Income Tax Holiday,3.0,19179118.0,0.25,0.25
1921,2023,246002629,60557361,"Jackson, Garza and Meyers",Renewable Energy,MSME,Region VIII,2011,Income Tax Holiday,3.0,19179118.0,0.25,0.25
1921,2024,399607199,111291965,"Jackson, Garza and Meyers",Renewable Energy,MSME,Region VIII,2011,Income Tax Holiday,3.0,19179118.0,0.25,0.25
1922,2018,429532558,56606400,Wilson PLC,Healthcare,MSME,Region III,2015,Enhanced Deductions,6.0,25439248.0,0.3,0.3
1922,2019,58946660,14897056,Wilson PLC,Healthcare,MSME,Region III,2015,Enhanced Deductions,6.0,25439248.0,0.3,0.3
1922,2020,175967301,50302094,Wilson PLC,Healthcare,MSME,Region III,2015,Enhanced Deductions,6.0,25439248.0,0.3,0.3
1922,2021,411526572,86297537,Wilson PLC,Healthcare,MSME,Region III,2015,Enhanced Deductions,6.0,25439248.0,0.3,0.25
1922,2022,481922258,77338708,Wilson PLC,Healthcare,MSME,Region III,2015,Enhanced Deductions,6.0,25439248.0,0.25,0.25
1922,2023,488292843,104853537,Wilson PLC,Healthcare,MSME,Region III,2015,Enhanced Deductions,6.0,25439248.0,0.25,0.25
1922,2024,194940414,57371968,Wilson PLC,Healthcare,MSME,Region III,2015,Enhanced Deductions,6.0,25439248.0,0.25,0.25
1923,2018,162659711,9722952,"Walker, Brock and Simmons",Healthcare,MSME,Region IV-B,2012,,,,0.3,0.3
1923,2019,181206144,40247957,"Walker, Brock and Simmons",Healthcare,MSME,Region IV-B,2012,,,,0.3,0.3
1923,2020,436145200,103449371,"Walker, Brock and Simmons",Healthcare,MSME,Region IV-B,2012,,,,0.3,0.3
1923,2021,354495666,72215239,"Walker, Brock and Simmons",Healthcare,MSME,Region IV-B,2012,,,,0.3,0.25
1923,2022,274613044,51361053,"Walker, Brock and Simmons",Healthcare,MSME,Region IV-B,2012,,,,0.25,0.25
1923,2023,18846415,3902068,"Walker, Brock and Simmons",Healthcare,MSME,Region IV-B,2012,,,,0.25,0.25
1923,2024,494596794,64316969,"Walker, Brock and Simmons",Healthcare,MSME,Region IV-B,2012,,,,0.25,0.25
1924,2018,179662040,32725373,"Gregory, Nguyen and Daugherty",Renewable Energy,MSME,Region V,2013,Special Corporate Income Tax,2.0,847149.0,0.3,0.3
1924,2019,86201002,8862114,"Gregory, Nguyen and Daugherty",Renewable Energy,MSME,Region V,2013,Special Corporate Income Tax,2.0,847149.0,0.3,0.3
1924,2020,265076826,46643625,"Gregory, Nguyen and Daugherty",Renewable Energy,MSME,Region V,2013,Special Corporate Income Tax,2.0,847149.0,0.3,0.3
1924,2021,410912982,57506132,"Gregory, Nguyen and Daugherty",Renewable Energy,MSME,Region V,2013,Special Corporate Income Tax,2.0,847149.0,0.3,0.25
1924,2022,258741765,53642578,"Gregory, Nguyen and Daugherty",Renewable Energy,MSME,Region V,2013,Special Corporate Income Tax,2.0,847149.0,0.25,0.25
1924,2023,29945727,5438105,"Gregory, Nguyen and Daugherty",Renewable Energy,MSME,Region V,2013,Special Corporate Income Tax,2.0,847149.0,0.25,0.25
1924,2024,87096152,10628562,"Gregory, Nguyen and Daugherty",Renewable Energy,MSME,Region V,2013,Special Corporate Income Tax,2.0,847149.0,0.25,0.25
1925,2018,66279207,3585972,"Gardner, Morris and Oconnell",Healthcare,MSME,Region I,2018,Enhanced Deductions,2.0,11178360.0,0.3,0.3
1925,2019,158683777,11331891,"Gardner, Morris and Oconnell",Healthcare,MSME,Region I,2018,Enhanced Deductions,2.0,11178360.0,0.3,0.3
1925,2020,36818832,9105384,"Gardner, Morris and Oconnell",Healthcare,MSME,Region I,2018,Enhanced Deductions,2.0,11178360.0,0.3,0.3
1925,2021,399676553,114905120,"Gardner, Morris and Oconnell",Healthcare,MSME,Region I,2018,Enhanced Deductions,2.0,11178360.0,0.3,0.25
1925,2022,414485108,52118923,"Gardner, Morris and Oconnell",Healthcare,MSME,Region I,2018,Enhanced Deductions,2.0,11178360.0,0.25,0.25
1925,2023,136369722,10805348,"Gardner, Morris and Oconnell",Healthcare,MSME,Region I,2018,Enhanced Deductions,2.0,11178360.0,0.25,0.25
1925,2024,208460711,11141041,"Gardner, Morris and Oconnell",Healthcare,MSME,Region I,2018,Enhanced Deductions,2.0,11178360.0,0.25,0.25
1926,2018,365303200,29122205,Duran PLC,Retail,MSME,NCR,2014,,,,0.3,0.3
1926,2019,416525910,91691051,Duran PLC,Retail,MSME,NCR,2014,,,,0.3,0.3
1926,2020,66514965,4755662,Duran PLC,Retail,MSME,NCR,2014,,,,0.3,0.3
1926,2021,346026847,49025433,Duran PLC,Retail,MSME,NCR,2014,,,,0.3,0.25
1926,2022,210303033,61471937,Duran PLC,Retail,MSME,NCR,2014,,,,0.25,0.25
1926,2023,52960016,5705883,Duran PLC,Retail,MSME,NCR,2014,,,,0.25,0.25
1926,2024,157757353,8544371,Duran PLC,Retail,MSME,NCR,2014,,,,0.25,0.25
1927,2018,152903953,24481858,Rogers Inc,Renewable Energy,MSME,Region III,2019,,,,0.3,0.3
1927,2019,356330913,49556178,Rogers Inc,Renewable Energy,MSME,Region III,2019,,,,0.3,0.3
1927,2020,27598072,1665759,Rogers Inc,Renewable Energy,MSME,Region III,2019,,,,0.3,0.3
1927,2021,450205475,57613843,Rogers Inc,Renewable Energy,MSME,Region III,2019,,,,0.3,0.25
1927,2022,301350533,37734288,Rogers Inc,Renewable Energy,MSME,Region III,2019,,,,0.25,0.25
1927,2023,348984709,65760133,Rogers Inc,Renewable Energy,MSME,Region III,2019,,,,0.25,0.25
1927,2024,78969535,6517416,Rogers Inc,Renewable Energy,MSME,Region III,2019,,,,0.25,0.25
1928,2018,261386833,14579096,Thomas-Perry,Manufacturing,MSME,Region VIII,2011,,,,0.3,0.3
1928,2019,474300543,129464612,Thomas-Perry,Manufacturing,MSME,Region VIII,2011,,,,0.3,0.3
1928,2020,339454764,74830344,Thomas-Perry,Manufacturing,MSME,Region VIII,2011,,,,0.3,0.3
1928,2021,354405042,51780967,Thomas-Perry,Manufacturing,MSME,Region VIII,2011,,,,0.3,0.25
1928,2022,330871011,81860213,Thomas-Perry,Manufacturing,MSME,Region VIII,2011,,,,0.25,0.25
1928,2023,339908113,37559517,Thomas-Perry,Manufacturing,MSME,Region VIII,2011,,,,0.25,0.25
1928,2024,239663467,50876022,Thomas-Perry,Manufacturing,MSME,Region VIII,2011,,,,0.25,0.25
1929,2018,401802355,90004919,"Wood, Martin and Sanchez",Renewable Energy,MSME,Region I,2019,,,,0.3,0.3
1929,2019,485839784,103177381,"Wood, Martin and Sanchez",Renewable Energy,MSME,Region I,2019,,,,0.3,0.3
1929,2020,276768999,79255130,"Wood, Martin and Sanchez",Renewable Energy,MSME,Region I,2019,,,,0.3,0.3
1929,2021,499089990,109518554,"Wood, Martin and Sanchez",Renewable Energy,MSME,Region I,2019,,,,0.3,0.25
1929,2022,428328368,91599678,"Wood, Martin and Sanchez",Renewable Energy,MSME,Region I,2019,,,,0.25,0.25
1929,2023,118368747,22561750,"Wood, Martin and Sanchez",Renewable Energy,MSME,Region I,2019,,,,0.25,0.25
1929,2024,221600530,27305688,"Wood, Martin and Sanchez",Renewable Energy,MSME,Region I,2019,,,,0.25,0.25
1930,2018,80218127,21474947,"Williams, Garcia and Boone",ICT,MSME,Region III,2015,,,,0.3,0.3
1930,2019,168424238,23698130,"Williams, Garcia and Boone",ICT,MSME,Region III,2015,,,,0.3,0.3
1930,2020,419043139,74378811,"Williams, Garcia and Boone",ICT,MSME,Region III,2015,,,,0.3,0.3
1930,2021,404324748,30049284,"Williams, Garcia and Boone",ICT,MSME,Region III,2015,,,,0.3,0.25
1930,2022,25605902,4634524,"Williams, Garcia and Boone",ICT,MSME,Region III,2015,,,,0.25,0.25
1930,2023,123611511,13464769,"Williams, Garcia and Boone",ICT,MSME,Region III,2015,,,,0.25,0.25
1930,2024,39693382,9748176,"Williams, Garcia and Boone",ICT,MSME,Region III,2015,,,,0.25,0.25
1931,2018,419889641,52148922,"Bennett, Moore and Hobbs",Manufacturing,MSME,Region IV-A,2018,,,,0.3,0.3
1931,2019,350112623,75964186,"Bennett, Moore and Hobbs",Manufacturing,MSME,Region IV-A,2018,,,,0.3,0.3
1931,2020,144927207,17106734,"Bennett, Moore and Hobbs",Manufacturing,MSME,Region IV-A,2018,,,,0.3,0.3
1931,2021,346477554,92853190,"Bennett, Moore and Hobbs",Manufacturing,MSME,Region IV-A,2018,,,,0.3,0.25
1931,2022,333873470,69334844,"Bennett, Moore and Hobbs",Manufacturing,MSME,Region IV-A,2018,,,,0.25,0.25
1931,2023,386282259,58615587,"Bennett, Moore and Hobbs",Manufacturing,MSME,Region IV-A,2018,,,,0.25,0.25
1931,2024,382070287,42771308,"Bennett, Moore and Hobbs",Manufacturing,MSME,Region IV-A,2018,,,,0.25,0.25
1932,2018,331132203,19472059,Smith and Sons,FinTech,MSME,Region VII,2015,Income Tax Holiday,2.0,9775434.0,0.3,0.3
1932,2019,26811236,6231140,Smith and Sons,FinTech,MSME,Region VII,2015,Income Tax Holiday,2.0,9775434.0,0.3,0.3
1932,2020,144505848,20121209,Smith and Sons,FinTech,MSME,Region VII,2015,Income Tax Holiday,2.0,9775434.0,0.3,0.3
1932,2021,322665299,89312273,Smith and Sons,FinTech,MSME,Region VII,2015,Income Tax Holiday,2.0,9775434.0,0.3,0.25
1932,2022,386207929,72295515,Smith and Sons,FinTech,MSME,Region VII,2015,Income Tax Holiday,2.0,9775434.0,0.25,0.25
1932,2023,151686670,34185465,Smith and Sons,FinTech,MSME,Region VII,2015,Income Tax Holiday,2.0,9775434.0,0.25,0.25
1932,2024,473679447,130522216,Smith and Sons,FinTech,MSME,Region VII,2015,Income Tax Holiday,2.0,9775434.0,0.25,0.25
1933,2018,300352624,80177629,Mann PLC,Retail,MSME,Region IV-A,2019,Special Corporate Income Tax,6.0,12187237.0,0.3,0.3
1933,2019,296914346,74156764,Mann PLC,Retail,MSME,Region IV-A,2019,Special Corporate Income Tax,6.0,12187237.0,0.3,0.3
1933,2020,228939020,39824812,Mann PLC,Retail,MSME,Region IV-A,2019,Special Corporate Income Tax,6.0,12187237.0,0.3,0.3
1933,2021,93968518,24482765,Mann PLC,Retail,MSME,Region IV-A,2019,Special Corporate Income Tax,6.0,12187237.0,0.3,0.25
1933,2022,61097525,7661494,Mann PLC,Retail,MSME,Region IV-A,2019,Special Corporate Income Tax,6.0,12187237.0,0.25,0.25
1933,2023,374058355,72506861,Mann PLC,Retail,MSME,Region IV-A,2019,Special Corporate Income Tax,6.0,12187237.0,0.25,0.25
1933,2024,63781729,14968621,Mann PLC,Retail,MSME,Region IV-A,2019,Special Corporate Income Tax,6.0,12187237.0,0.25,0.25
1934,2018,32342660,6182533,Butler-Aguirre,ICT,MSME,Region VII,2012,,,,0.3,0.3
1934,2019,274488673,78587546,Butler-Aguirre,ICT,MSME,Region VII,2012,,,,0.3,0.3
1934,2020,118149172,8078927,Butler-Aguirre,ICT,MSME,Region VII,2012,,,,0.3,0.3
1934,2021,447722455,23943259,Butler-Aguirre,ICT,MSME,Region VII,2012,,,,0.3,0.25
1934,2022,321746416,56392908,Butler-Aguirre,ICT,MSME,Region VII,2012,,,,0.25,0.25
1934,2023,67119318,18248734,Butler-Aguirre,ICT,MSME,Region VII,2012,,,,0.25,0.25
1934,2024,223122793,64663608,Butler-Aguirre,ICT,MSME,Region VII,2012,,,,0.25,0.25
1935,2018,494105775,93997515,Schwartz-Harris,Agriculture,MSME,Region VII,2012,Income Tax Holiday,5.0,2426561.0,0.3,0.3
1935,2019,124656866,34072392,Schwartz-Harris,Agriculture,MSME,Region VII,2012,Income Tax Holiday,5.0,2426561.0,0.3,0.3
1935,2020,128385148,33955646,Schwartz-Harris,Agriculture,MSME,Region VII,2012,Income Tax Holiday,5.0,2426561.0,0.3,0.3
1935,2021,297902603,36795253,Schwartz-Harris,Agriculture,MSME,Region VII,2012,Income Tax Holiday,5.0,2426561.0,0.3,0.25
1935,2022,328592602,25349429,Schwartz-Harris,Agriculture,MSME,Region VII,2012,Income Tax Holiday,5.0,2426561.0,0.25,0.25
1935,2023,101976658,19108281,Schwartz-Harris,Agriculture,MSME,Region VII,2012,Income Tax Holiday,5.0,2426561.0,0.25,0.25
1935,2024,200868977,12787776,Schwartz-Harris,Agriculture,MSME,Region VII,2012,Income Tax Holiday,5.0,2426561.0,0.25,0.25
1936,2018,209559728,23700280,"Nelson, Cole and Allen",Renewable Energy,MSME,Region VI,2014,Special Corporate Income Tax,6.0,20522891.0,0.3,0.3
1936,2019,145181851,40922415,"Nelson, Cole and Allen",Renewable Energy,MSME,Region VI,2014,Special Corporate Income Tax,6.0,20522891.0,0.3,0.3
1936,2020,211724978,63270199,"Nelson, Cole and Allen",Renewable Energy,MSME,Region VI,2014,Special Corporate Income Tax,6.0,20522891.0,0.3,0.3
1936,2021,203477115,32515256,"Nelson, Cole and Allen",Renewable Energy,MSME,Region VI,2014,Special Corporate Income Tax,6.0,20522891.0,0.3,0.25
1936,2022,64969926,5762630,"Nelson, Cole and Allen",Renewable Energy,MSME,Region VI,2014,Special Corporate Income Tax,6.0,20522891.0,0.25,0.25
